fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,flow_duration,label
13359,1,99077,6757,3366671.90553114,DoS
9886,157,222335,5532,761427.2200326017,DoS
15659,159,992505,279,814533.0797731222,Brute Force
10322,49,267811,6194,2736410.455352185,DoS
2626,198,733152,7444,757017.102855265,DoS
18671,143,821654,3030,3993848.5329981553,DoS
7886,82,45086,8538,3976145.485817922,DoS
21091,182,223649,1396,1027958.2283197545,DoS
4103,184,28237,6026,2547760.5257106666,DoS
28623,44,474986,2773,3177414.2486044564,DoS
4381,179,861853,6008,4367505.808548734,DoS
3634,198,586408,2770,4947934.8342552185,Infiltration
16183,174,95399,6023,577496.1171302174,DoS
17145,32,109913,9210,2643525.9215751956,DoS
17176,127,21894,3734,4114781.5373107544,DoS
28171,97,505182,807,4081392.974995025,DoS
13447,151,314076,1800,2938252.080028381,DoS
27262,34,823982,9367,1320159.2766006715,DoS
29287,191,103369,8267,3015933.48073532,DoS
15096,84,867025,735,2261994.129642936,DoS
14291,87,965628,2689,2341024.488260829,DoS
19995,100,760786,5370,1979007.8895430553,DoS
12674,59,998840,2307,1150191.2688315413,DoS
15069,28,196021,6460,3822075.6592044737,DoS
22446,17,412417,1149,3688196.3551931363,DoS
7513,185,978741,4799,2942744.733689039,DoS
10032,47,150797,547,2096580.4489814579,DoS
23667,10,567933,9574,4202082.340666272,DoS
24313,130,400788,4261,1219552.1516897096,DoS
27570,169,337769,6481,2455565.3725412646,DoS
3401,145,984292,9007,3440802.5083330865,DoS
24575,15,884196,3817,4196741.724119664,DoS
19937,40,938977,413,3423246.355495566,DoS
8744,192,970749,3811,1029669.0679061861,DoS
29451,42,427103,702,955817.6612034711,DoS
13419,170,240309,5144,726945.5376482684,DoS
5570,90,847020,8963,3019895.3339037364,DoS
15320,30,44294,1525,1593227.4206936243,DoS
24679,27,151032,3424,1217886.2695896896,DoS
10851,50,921629,8640,882377.0691646168,DoS
19348,26,110868,2624,3388042.988361119,DoS
28650,8,620986,1562,3890362.92151164,DoS
19371,120,124238,7886,4359943.354493045,DoS
10804,123,770938,5207,3179357.74719315,DoS
18295,165,564798,3003,2094062.3335996554,DoS
9366,163,914926,3307,2616863.5998701807,DoS
20514,59,947096,4145,3362677.5067592273,DoS
9221,56,578117,8374,3708511.2617586576,DoS
16165,174,90182,393,3401785.443918181,DoS
17953,113,155843,2924,4828568.716057282,DoS
13406,67,839555,1768,3875939.785393798,DoS
11468,50,416224,4281,3877794.878820553,DoS
28720,57,401194,8280,4189124.9563646964,DoS
6966,47,248932,85,2571702.7605789085,DoS
21890,58,233281,3687,1687759.3918954218,DoS
15764,75,805636,119,4173075.356790178,DoS
9719,46,191780,8279,2588810.1114022797,DoS
10420,142,340531,9370,3232291.87084837,DoS
19402,110,624222,911,2433161.371729091,DoS
11412,111,738636,3365,2282262.8481231183,DoS
23674,71,619531,8116,3520672.193281696,DoS
4879,120,718537,2582,3494047.024412608,DoS
16214,94,85548,4791,1890608.7278017248,Brute Force
8657,1,927912,1742,1350432.0801747418,DoS
5357,78,249764,734,1090959.6130026113,DoS
16794,188,71109,7114,1012003.8240745055,DoS
18228,39,882943,52,4179649.1190976487,DoS
7734,170,482429,1737,1787673.350323105,DoS
13296,47,984272,9927,3553438.6213504714,DoS
15064,199,121723,7683,1793410.1872494307,DoS
3546,196,751492,3996,3500404.256819094,DoS
15691,56,967867,1964,4928633.989085473,DoS
3611,195,721048,4968,796805.7844418874,DoS
5977,11,406939,4733,3441901.9443340753,DoS
7107,67,899786,8904,1771621.9411255082,DoS
22533,178,730853,6127,873020.0945481765,DoS
28954,73,416456,5842,855391.9740720644,DoS
6612,28,744651,8810,2172488.3943138425,DoS
26046,91,546492,7280,2932750.623354456,DoS
12519,28,938851,8858,3412823.100730404,DoS
22895,82,361201,4269,3053874.3349954714,DoS
16325,114,765422,6328,4540798.761538344,DoS
2555,106,396600,4491,1190903.421090948,DoS
26781,140,488163,1221,4230529.546637297,DoS
16226,184,960301,8100,2877022.739318295,DoS
11193,97,359642,4805,4372536.61971412,DoS
22247,45,568925,2612,2419985.022889167,DoS
18501,19,741393,9748,2668100.898219326,DoS
20911,58,715952,4557,2400428.110112112,DoS
5851,119,602369,7693,934096.4603077373,DoS
5761,35,288404,8306,1152526.4607425707,DoS
13092,0,86450,3801,2828883.415803693,DoS
23874,89,33724,6526,2899440.356619962,DoS
8371,130,969205,1230,2605091.7514705816,DoS
15592,43,80109,1885,557802.640040021,Brute Force
28034,182,287107,3503,2775098.324675714,DoS
23620,59,728161,7672,1101761.1874517978,DoS
29277,130,935756,5559,3048680.4682360506,DoS
7703,84,694118,6756,1797230.5366632286,DoS
23020,190,484411,5288,4961742.183577613,DoS
11240,81,672602,2479,2116618.385811058,DoS
24614,158,311765,5787,4193631.091619685,DoS
5000,60,130343,9963,1605175.787950224,DoS
9422,48,878844,700,1352681.8616009974,DoS
7515,43,360489,6991,1494895.4770940398,DoS
20609,179,764724,9153,1999026.6588660514,DoS
12379,30,730434,4432,4319901.226115568,DoS
11297,71,983587,3888,3937820.7850954845,DoS
24371,88,227028,6422,2459425.3853135956,DoS
14719,176,180852,1978,1346401.4510083464,DoS
21377,45,605240,7398,719181.7003176062,DoS
27106,181,927795,4204,3283437.8208946222,DoS
6862,138,600294,1896,3680385.0453869267,DoS
12292,103,736895,1149,3227624.6103025055,DoS
21824,64,158335,3828,2755644.0997618213,DoS
14954,144,847262,6470,4877881.907241061,DoS
13842,115,442677,5386,610986.0978961167,DoS
3996,27,293968,7655,4947837.116687196,DoS
27317,81,888440,6791,1743415.5274228663,DoS
3074,73,420901,3347,2224151.4912312804,DoS
25912,8,170450,8362,3886402.7519226936,DoS
29538,161,321978,3146,1522017.0341500167,DoS
16378,147,865457,4216,3694323.2811912983,DoS
12895,130,990237,5829,1996479.1906417182,DoS
2866,128,962603,8190,4732511.748619564,Brute Force
5782,59,624187,8454,1272682.8607067545,DoS
12324,96,960306,6281,4693027.724063076,DoS
27768,49,952394,5287,4059830.2165020183,DoS
22405,135,339952,6659,1266063.5024120389,DoS
16016,145,65154,2248,2244335.2556266347,DoS
12269,29,454830,2149,969333.6256491765,DoS
11362,96,454628,3056,3198742.546749346,Infiltration
6183,149,184131,2196,4822375.169035004,Brute Force
9469,80,666137,8688,856539.0831558616,DoS
15115,8,492672,749,1661510.585919863,DoS
18974,21,433268,4102,3899105.5119197103,DoS
18098,137,689666,6101,2562420.2398265377,DoS
9191,66,365897,1046,2025300.4623597604,DoS
4224,8,398749,1979,3205357.615611854,DoS
25738,46,900940,6233,1822869.7329073213,DoS
7333,39,384061,3601,1979857.9233591163,DoS
17023,35,916806,6004,4127501.895537853,DoS
8133,146,296653,4799,2262127.4702974763,DoS
29215,97,507453,4237,3652508.0185216563,DoS
23229,1,716570,1048,1178432.3466740428,DoS
28192,172,529367,761,2294694.8867221037,DoS
13460,82,56052,2735,2983643.05631948,DoS
6904,160,609529,3622,1702837.1828874482,DoS
6898,63,61303,1401,2397206.6151582003,DoS
20879,153,822485,7379,3919206.9419002724,DoS
27780,118,810357,9348,1226771.222825469,DoS
26740,110,84548,7792,2753380.425650531,DoS
4483,161,289290,3148,1678018.5236277212,DoS
21985,190,358265,4621,2346072.1652402384,Probe
14052,155,74933,3006,2189244.176337478,DoS
5327,91,549901,8757,3449031.8047611215,DoS
12048,77,565888,1788,3952255.603029753,DoS
4000,5,657463,6828,2748819.6021073963,DoS
23639,138,373604,7665,1249634.4928165623,DoS
6572,45,313207,945,4408811.163195934,DoS
8896,19,24962,2042,1337909.0510022123,DoS
7233,163,691829,7848,3103027.706210902,Infiltration
14644,112,410304,8699,2872859.3873512647,DoS
4364,15,692784,4225,1789972.6582042743,DoS
26507,197,22291,5191,4788260.185255182,DoS
7828,199,917803,4748,3544990.4438575082,DoS
3210,172,468285,7678,2614914.9125763974,DoS
17625,47,174841,5245,2495688.684849124,DoS
8846,112,939436,5882,916047.0786051878,DoS
13205,3,189989,9720,4013063.97510471,DoS
20182,175,391650,4609,876395.9283404003,DoS
2546,97,167836,6622,1403243.5146216527,DoS
15146,108,250154,1033,1240227.1423366447,Benign
10233,194,465674,4566,806701.1935414311,DoS
3748,155,252831,7541,4233131.252467352,DoS
15399,157,380571,8927,4578326.133829333,DoS
25836,28,545371,7232,3314829.0468930597,DoS
13418,148,278548,2156,4449898.091356701,DoS
24821,41,759337,7426,3537784.50102443,DoS
8913,127,209386,6766,3582525.450000153,DoS
3560,49,478255,6557,4502620.553205935,DoS
5777,88,174195,4123,913678.8904030989,DoS
24586,125,635849,2610,746292.1926887044,DoS
26169,2,656587,3708,741162.0904547134,DoS
20950,192,39602,2919,2380571.8876805413,DoS
9856,22,827368,157,4758773.03030304,DoS
14483,106,385155,3437,4414696.0053706,DoS
9019,4,167449,6596,4018835.7724979157,DoS
20151,24,611630,4717,2317618.4765076833,DoS
3320,34,753910,4918,4208821.08248008,DoS
22328,64,211060,638,1483205.5994052351,DoS
11947,38,215588,2639,3134083.1319623077,DoS
17197,122,453650,51,3856652.728388326,DoS
14055,110,875637,4912,915984.8101080657,DoS
23795,17,832536,1471,4433610.721194655,DoS
15135,24,769854,7983,3772935.402698764,DoS
14768,99,392942,329,2899754.6569681824,DoS
25535,128,624059,8976,780837.5360716864,DoS
24292,189,991301,8487,3625334.4315711446,DoS
26858,136,949023,345,2512627.7902954593,DoS
6692,168,432339,2201,3815047.452017555,DoS
24746,94,727470,7313,663666.7262903831,DoS
25428,21,380432,1505,3086417.7010853365,DoS
24388,193,273090,3874,2511591.159637898,DoS
5810,172,226801,3447,2434169.005736922,DoS
24485,179,512233,8759,2829074.3566147797,DoS
2826,19,503086,3956,1056509.782960128,DoS
22387,120,61841,8221,4709532.482515085,DoS
10481,139,227447,6641,3671159.4932328146,DoS
27139,123,375502,3658,881821.7838408084,DoS
22981,63,498135,2541,857568.2634037441,DoS
9676,159,519954,6883,1447978.4095134833,DoS
10845,61,438451,3209,1578751.2571879625,DoS
5130,132,201220,693,2714676.3192493245,DoS
3080,119,971242,3873,2914049.353354336,DoS
28231,43,634152,5310,1156135.0873914894,DoS
5108,156,54308,4766,4880893.82075929,DoS
22153,32,512170,1503,4211460.228272537,DoS
10658,86,969109,177,3350694.802547607,DoS
23279,99,747142,9936,1750574.7596013013,DoS
16036,12,484730,993,4596529.835059637,DoS
5534,49,571681,4898,1918597.3460888437,DoS
17696,129,979733,3046,1936567.4501597998,Probe
26252,155,579251,5857,2088167.105531821,DoS
4027,17,707636,5345,715707.8899523921,DoS
29832,65,831826,6050,778343.0804898457,DoS
22076,173,686609,8726,2641114.6513220137,Brute Force
13607,144,401597,8188,4467890.33510354,DoS
29476,160,750287,3029,4740686.439252112,DoS
12159,98,971040,734,3990731.7657696703,DoS
24410,32,384962,5468,2319898.0666085463,DoS
4660,95,841145,7442,1897211.967895725,DoS
16651,83,77311,949,1470670.5522349244,DoS
24673,157,465192,8739,2923025.2067901855,DoS
17735,21,498320,311,2671072.322150922,DoS
16299,124,461511,9160,2601035.339615167,DoS
20636,180,434228,5951,1923003.3157291994,DoS
20410,173,866927,2274,3118670.9810153693,DoS
29310,43,799147,1082,3235693.122730741,Infiltration
19638,74,618243,5216,4438375.674168659,DoS
27867,113,164420,720,3926314.596797434,DoS
27521,161,824442,4344,1984501.2958960012,DoS
28362,27,455526,8012,2207916.033427391,DoS
25909,162,793085,2308,1577749.5692918291,DoS
27064,195,305847,1426,1268834.973128388,DoS
8767,8,614097,4153,990012.030688069,DoS
14327,106,199381,72,653542.0417209795,DoS
23209,21,366077,4080,2379567.6421502745,DoS
27323,188,991219,6677,4816048.308685569,DoS
17551,84,65677,4198,2921052.496085015,DoS
28198,24,947591,9327,3839705.9687440256,DoS
2355,80,494220,818,2289750.3237417447,DoS
24682,78,435899,917,2229824.110922806,DoS
4739,168,468771,1530,1063411.0152380532,DoS
11807,6,599979,4465,1849331.0935378456,DoS
29386,58,74850,6975,4679023.80768251,DoS
21532,199,821700,7352,2705906.855982914,DoS
16390,194,784163,1049,1419542.0739018153,DoS
27291,32,626478,8216,3486891.8564431686,DoS
5930,192,180155,927,2324515.6208982626,DoS
26032,99,158276,1845,4223002.890471077,DoS
6766,103,396589,8156,917723.9409283764,DoS
7258,59,642202,4778,2848133.971616896,DoS
22880,80,699135,1927,4105454.589261605,DoS
14517,121,380431,685,4342023.793067562,DoS
29969,57,935650,6433,2283556.150578357,DoS
14354,43,853902,6723,3834684.6028101137,DoS
8257,120,450973,8078,4845694.24282504,DoS
26471,47,94321,9873,3298675.3667498594,DoS
8103,124,989265,138,4152155.0172237162,DoS
23516,164,221805,5338,3081872.963098378,DoS
26469,152,866360,8689,4055956.761570394,DoS
11874,152,673094,1048,4733143.374302453,DoS
29869,56,52281,8597,3701578.657594784,DoS
28022,12,346203,5371,1194928.9592530834,DoS
9188,76,634707,1750,868640.4427590275,DoS
11711,11,204901,7049,4154389.4510910828,DoS
6310,107,774223,1616,1662648.6303767746,DoS
23647,190,484754,9292,4438693.098325506,DoS
4537,189,24008,479,1382701.1333618243,DoS
23382,115,578451,7325,4599710.157476861,DoS
10531,27,654240,1709,4123469.5413214792,DoS
10303,182,438929,7316,4465683.106677482,DoS
22121,115,188212,5262,1547183.3249735748,DoS
6181,41,270317,5456,4453401.4171851445,DoS
22840,188,59533,452,3144019.1650620466,DoS
2483,79,166503,4488,878037.0569451657,DoS
14761,37,362006,1369,4689682.435242084,DoS
17435,80,318392,6308,1375888.001477722,Benign
27456,108,992784,7563,1460744.5331627582,DoS
21486,113,990257,530,3668139.2755334065,DoS
9527,107,263726,6938,3123789.2039506976,DoS
15635,132,912969,1551,4563461.462007286,DoS
18551,83,299567,6657,1881293.8815683122,DoS
9450,175,512166,404,687746.4959840216,Benign
25432,162,413822,8713,4977497.0966912275,DoS
25499,47,816764,617,1907347.412275041,DoS
26412,13,802212,2064,1228670.5492226973,Infiltration
5291,53,488881,9928,4929715.00341983,DoS
15583,153,313965,3761,3033021.6060782187,DoS
3735,117,247166,9726,1169861.4592933126,DoS
14654,108,353297,9225,4261196.727877893,DoS
9280,170,45233,4879,4754385.408905664,DoS
11740,41,511327,1792,4465760.103077067,DoS
8093,94,272398,6156,1393787.0115893222,DoS
19230,145,523704,2236,737095.839184895,DoS
18059,102,536042,7599,2170848.5675484794,DoS
13144,182,640569,6287,2096802.5923545298,DoS
17284,49,869604,7592,2326635.93703207,DoS
2887,124,215215,1740,4095412.937793413,DoS
28492,85,673246,8519,543409.4773824224,DoS
24891,148,970727,694,3536660.5763742817,DoS
11503,161,107116,2928,4933193.141047665,DoS
22437,39,401241,5086,2296189.384745682,DoS
5126,118,786303,8522,2682758.4659742513,Infiltration
13506,110,46613,8966,3325888.0538418884,DoS
28776,29,741818,7093,1785127.7199277289,DoS
6264,197,85456,9472,3733326.8250706103,DoS
3817,116,482809,1055,1413486.3876711428,DoS
5180,24,860904,3025,791564.034438286,DoS
23404,196,493390,9307,4105979.7632632134,DoS
21327,28,708250,4284,1294333.6573494808,DoS
8179,66,849617,5197,3791721.0095196124,DoS
25251,184,131917,9036,4420884.5975498725,DoS
5936,46,696871,6583,705985.9836527483,DoS
15651,104,847393,117,3680131.1887011756,DoS
17490,144,889521,7707,3408060.1252161474,DoS
8202,176,590967,7717,3307457.5900993682,DoS
23994,108,530582,9429,1829112.1430937827,DoS
22126,49,501761,7800,705333.2620082528,DoS
11954,89,741961,8403,943187.4169279975,DoS
27759,132,332677,4256,1728115.9116588824,DoS
21241,12,234666,1600,2327848.031050244,Probe
5896,190,350298,8223,4631435.098923704,DoS
28952,38,108755,5941,3578339.5528962864,DoS
12797,195,660713,5949,617532.1302841237,DoS
7487,172,763644,4716,4638713.556923236,DoS
23466,16,874064,901,3741574.9433948384,DoS
10535,186,709079,4340,2716580.5912926854,DoS
25863,98,143239,6005,2583568.975516674,DoS
8065,79,93157,4839,4699324.225851649,DoS
27210,58,463119,7318,2975036.731020294,DoS
3237,95,364703,3344,2762493.5060841474,DoS
21613,121,234857,4122,3985810.2266512723,DoS
22761,135,339261,8842,3169020.759349619,DoS
17409,29,355798,9806,1619873.5307173524,DoS
4177,130,600635,5343,4994955.855469471,DoS
23865,144,333436,4810,1763508.167492147,DoS
21307,122,39122,2153,3574069.1849090243,DoS
24790,50,375544,8668,2703811.632774831,DoS
23658,151,689155,3015,1048252.5192011422,DoS
15647,79,518202,7844,4815404.967164927,DoS
19712,191,671361,7369,2010785.0324460051,DoS
28669,73,697171,3081,3456576.479971082,DoS
23751,122,536513,7424,3819681.8083140273,Benign
11428,110,841151,6289,2276221.2366133546,DoS
3433,198,294731,8175,1673319.287531527,DoS
12193,111,583075,3429,765063.2944391923,DoS
3856,176,757839,4830,4782039.938448276,DoS
19916,19,691073,7270,3119365.121735045,DoS
28625,28,28975,4819,3723852.2826175448,DoS
8861,9,515291,4143,2609834.493157379,DoS
15029,8,551246,5920,1549436.5668166955,DoS
12062,198,538253,1208,4979357.166291351,DoS
28303,107,111978,1247,4853281.943204019,DoS
6963,62,753710,7979,4369972.471442509,DoS
28876,32,26647,1400,4622581.106693475,DoS
19879,151,897669,3030,3087683.434471668,DoS
13067,79,99031,4206,2155047.032955736,Benign
26664,31,405242,8513,2044186.0439204534,DoS
20312,3,748975,4858,4701761.4563814,DoS
27614,189,857760,7153,4814895.138415604,DoS
13428,77,296120,7875,2482182.4051291132,DoS
24277,125,691039,3224,3231905.306276064,DoS
26108,118,753787,6120,4123713.56747152,DoS
20251,21,729162,9571,3661286.300389941,DoS
17834,150,969005,7080,4413553.322664088,DoS
10134,25,770049,8534,3238845.8602501224,DoS
14187,48,902935,4727,3121167.1462604254,DoS
17027,171,594383,9632,2191014.4027127186,DoS
15259,149,815715,8056,829751.2535970451,DoS
14905,107,228141,6427,749939.6247890184,DoS
28018,194,316655,8928,1182879.1324179256,DoS
22289,169,220590,1180,759978.8936501638,DoS
23913,51,400641,879,2908148.2511273986,DoS
15971,144,181484,6839,2316097.03052908,DoS
7080,141,578736,1422,618239.7194024016,DoS
22157,63,495227,2852,598520.3639039954,DoS
18852,172,581075,2962,2853570.172443481,DoS
27216,191,353449,7530,2971009.5023360187,DoS
10628,157,324622,8634,667785.6768738006,DoS
10165,140,473136,3506,3514944.802513951,DoS
27531,153,603047,7799,1066406.3224485188,DoS
23001,159,270369,7508,2725327.94303464,DoS
3685,173,896983,8439,1214658.6279008933,DoS
18668,50,505113,2978,675777.2324979964,DoS
6932,33,913366,1497,1455643.4093320703,DoS
23895,107,190614,4187,2588655.9767694594,Probe
20868,115,680676,9763,3847591.7562538157,DoS
3162,27,566146,4943,1695010.2339182398,DoS
17001,18,846581,1547,3582790.4556923257,DoS
29538,175,127626,1990,4382121.288006095,DoS
11629,97,76527,3146,1714000.1280047863,DoS
3571,71,749716,1746,2850017.1554509564,DoS
22393,161,956904,2760,2342458.1749940626,DoS
26247,105,190915,6961,623598.9149329166,DoS
15064,143,940584,4636,2263429.8021219373,DoS
23126,70,712365,9017,2197401.698968162,DoS
16865,26,927081,22,3298535.4368565492,DoS
16472,50,458031,5648,4398941.056862628,DoS
2389,83,318664,8250,3523408.6292298227,DoS
12437,53,265442,1679,2099224.907992029,DoS
2556,122,334779,7782,2519917.4153405167,DoS
8549,16,162429,1629,4492214.751576962,DoS
4000,71,510396,1525,3375509.808755298,DoS
26142,195,110816,6585,2254285.763109605,DoS
20888,113,455541,3157,3200740.3401661646,DoS
5525,94,100159,5817,3399495.5586719792,DoS
11302,128,584915,620,2670239.2433509207,DoS
8142,104,800554,3585,4394213.627099249,DoS
7328,13,820665,4651,4157252.2383292764,DoS
14511,134,690622,715,2859848.7461360525,DoS
3276,63,545843,8297,4812592.22994231,DoS
9327,199,198003,7788,4789469.761193508,DoS
21650,135,516580,6699,4847284.336023002,DoS
11592,181,210632,728,1492280.41753376,DoS
8287,151,409442,2543,965184.0247429518,DoS
6225,182,367691,3152,3285931.1506858366,DoS
20419,128,106001,696,3774057.6203208454,DoS
15762,199,615643,4229,1881486.9909049221,DoS
7810,68,466558,8598,2919553.2163400226,DoS
17792,31,142502,7165,3415379.4272466805,DoS
11648,0,648317,9771,2585136.626535463,DoS
19736,193,271445,5185,2936036.124306853,DoS
11123,169,702942,2348,838374.2780412913,DoS
24025,136,203889,3314,4973453.4384964695,DoS
12076,73,539631,515,2204041.2275210135,DoS
4947,151,447788,2144,1423546.2439113394,DoS
22564,104,537920,3425,2660068.7410578527,Probe
6964,113,232614,7263,1928584.4746260126,DoS
8145,146,880829,9144,2261857.3085110346,DoS
14494,50,722974,1745,3032903.499362174,DoS
10603,80,538410,2184,1752952.8620439188,DoS
16936,1,736101,3428,3499162.911650859,DoS
18504,9,517428,1071,2442800.6788115185,DoS
19864,196,790847,1187,878655.1648162447,DoS
15853,102,888484,499,4491139.080309708,DoS
10200,133,400265,2549,2648239.265109541,DoS
9808,189,503874,9688,4653194.705109403,DoS
22791,65,667930,6081,2212889.7825067937,DoS
29851,7,304206,7147,2941904.2217574436,DoS
26364,67,800555,5745,4431028.120873641,DoS
18883,186,140612,820,2579970.327914928,DoS
25436,49,49677,9191,3349078.440099248,DoS
8029,94,856651,8765,1611763.3280588808,DoS
12889,35,463669,5245,1571558.9178080796,Infiltration
6240,135,49834,1698,2941918.43316671,DoS
6496,94,927094,3042,3259345.7624198142,DoS
4974,144,537430,3256,3450993.647428831,DoS
27261,186,699148,7996,3958875.86616156,DoS
24064,77,700201,2187,4651606.386924864,DoS
2754,135,227017,1778,1580647.1424648373,DoS
12339,121,479991,48,3287587.5132552846,DoS
23706,88,855700,1494,2494072.5937109455,DoS
29228,42,719629,9365,901526.3510508863,DoS
17084,62,994079,6467,2541012.402972428,DoS
15073,80,224531,9542,4058112.0647631567,DoS
8090,112,765295,918,856046.3102484101,DoS
20698,11,740715,350,3227981.5655521336,DoS
9880,83,710102,1926,2345321.402217512,DoS
14793,97,825297,1917,3443295.9257562566,DoS
14248,55,508863,5266,4196163.664429837,DoS
20681,48,147063,9501,2937405.752751724,DoS
6534,179,616931,6010,1867794.350036805,DoS
5679,138,728841,3959,905678.0168349711,DoS
18770,26,774272,5269,1799153.7431444111,DoS
19869,189,266289,5692,2140935.998204603,DoS
20927,136,846478,7240,3385733.085228829,DoS
23095,81,244976,5177,2247583.6921078223,DoS
25512,35,447860,7903,2312158.711646798,DoS
8115,173,758938,4766,1807211.5980501403,DoS
10328,117,392973,7455,2132973.3500950364,DoS
29203,156,706443,4104,1697124.4112198302,DoS
14460,195,692152,1501,3803580.238941403,DoS
4049,78,347290,5668,4923326.93341264,DoS
7238,40,979774,2823,3805908.2457854217,DoS
2856,27,410122,67,831330.1950005591,DoS
19527,191,329203,9523,3347188.5769349625,DoS
4837,151,904953,6676,3663023.231416308,DoS
26724,100,309170,7944,4002100.783509065,DoS
8985,143,625405,763,3932088.3911806853,DoS
4266,21,329592,5572,2787747.5835527615,DoS
24710,46,694275,8669,1680901.7640396617,DoS
29139,16,941712,4613,1042660.8732466724,DoS
10761,128,442929,5039,537676.6876559455,DoS
18581,158,650211,1023,506827.94943141734,DoS
5445,88,100090,5838,4712930.451613441,DoS
23946,11,204480,5576,3235793.1198421074,DoS
29673,19,549477,4738,3083882.654135811,DoS
12697,146,340518,6814,2194958.6738151703,Probe
12948,4,127520,2426,4093369.0119688543,DoS
15540,14,830853,6758,1490808.895777188,DoS
24887,24,222850,4742,3821363.515134603,DoS
23888,162,260214,1531,2132586.1247467855,DoS
25649,107,459887,4699,3684910.508381083,DoS
25855,54,74305,1401,3678779.329720152,DoS
10903,62,741121,5858,1918875.7513059378,DoS
11118,46,28670,654,4704155.999184397,DoS
18330,194,641034,8966,2784478.74880295,DoS
26783,115,470782,6622,1659809.3581685082,DoS
15914,63,586963,6053,3532069.5113424896,DoS
7503,21,663591,5511,3878890.4099670197,DoS
4352,196,91922,3823,4778079.420322959,DoS
21159,105,880247,7631,829732.2049806509,DoS
11183,76,385526,8801,2929741.4503002595,DoS
24268,73,233471,384,2706688.083999855,DoS
5426,79,298836,8909,1896111.6747814391,DoS
28654,126,59566,3158,3955158.3333041915,DoS
10316,129,102459,191,1374200.5262598367,DoS
14718,125,459763,8161,1974908.2350844305,DoS
19244,113,666285,6785,3947683.955398643,DoS
10899,114,134777,2743,2647714.6429120665,DoS
3314,152,855257,9834,1112428.5442034765,DoS
6554,60,721425,4944,4524187.262508641,DoS
3057,4,530264,8350,3788635.0706380433,DoS
8886,27,995027,3385,3032339.542585987,DoS
10121,80,741444,7158,3241965.0986639676,DoS
18205,193,85537,2009,3316938.5695274407,DoS
22820,14,540097,4728,2746823.7963234046,DoS
29462,182,823873,2722,3851334.691547427,DoS
27936,119,164697,5123,3718961.350536846,DoS
17529,37,292609,6939,512555.4475034586,DoS
11361,150,453736,7397,997478.6814682025,DoS
9885,13,671627,3998,613899.8539086448,DoS
3573,31,63892,9421,1260073.4681595778,DoS
10511,43,680986,3849,825266.816575016,DoS
25580,197,500181,1448,1372068.332864781,DoS
10562,91,202385,1004,2923303.656218335,DoS
9177,117,667106,7184,3513635.580189143,DoS
20192,115,848957,9970,4633627.193414299,DoS
12655,122,823410,7868,3826828.1033053044,DoS
9100,115,255998,211,641738.7699148101,DoS
24611,185,817391,5947,2609192.8337666774,DoS
3616,101,341642,8369,3540364.361275034,DoS
6678,3,788314,6108,1918079.8728635097,DoS
6978,114,687321,8814,2160032.3229478295,DoS
5900,189,910743,643,4112608.3595733885,DoS
2870,187,74423,30,711657.1136386613,DoS
18683,58,701870,8195,2928498.3230827902,Infiltration
4269,74,806069,17,4120217.9421015643,DoS
11125,156,600767,7162,4088362.073314009,DoS
6328,146,165482,9553,1042591.887545901,DoS
20609,144,93052,4327,4301892.230135299,DoS
18457,3,321737,1825,847739.9333105129,DoS
9455,171,794330,8239,4658291.670511461,DoS
25416,3,556407,6206,1473345.7894566322,DoS
19753,186,26482,6413,1018567.9002642997,DoS
19839,139,144726,3161,832795.7258593796,DoS
29088,46,543757,2047,2045333.4815167543,DoS
13008,134,74072,7766,2068580.5734306963,DoS
28470,139,233044,8480,2867673.380813189,DoS
20649,70,200133,7248,3798260.041020659,DoS
9709,53,757536,8361,2793882.1304326057,DoS
28376,185,664667,2943,4905262.309951066,DoS
25147,62,772861,7026,1446449.6942870014,Infiltration
21232,142,945259,4778,1447506.2769396638,DoS
26857,164,513613,7645,3672210.466878785,DoS
29945,55,211747,2190,1913797.6761586915,DoS
19097,72,470574,8497,1272211.1245205307,DoS
9465,96,366960,6515,4066005.3714928753,DoS
25590,101,252051,8766,1517994.1326842566,DoS
7436,79,663083,5223,3870125.2489278647,Probe
9927,30,120352,9361,1430108.2818068035,DoS
27513,14,218732,0,4727371.291290105,DoS
2815,129,933949,6871,1827955.5253624306,DoS
20159,12,171241,5244,3873760.175367934,DoS
12419,4,602627,7203,4286477.206112066,DoS
25712,175,563621,241,1051869.0250792122,DoS
11370,160,780648,5073,806142.9246421412,DoS
28538,31,627873,2537,3192578.5017901324,DoS
7276,180,934437,4860,3290425.365026872,DoS
22177,105,190058,5284,3302397.285582307,DoS
29007,20,769913,5063,2552773.7295525437,Probe
21298,193,228731,2641,4706187.64670936,Probe
9790,188,116588,1835,3614457.201324484,DoS
28907,181,866501,5195,833975.0272560855,DoS
16309,40,952683,8524,4032534.85695271,DoS
28377,86,416114,3917,1739714.604898077,DoS
12690,165,174897,3762,3753649.727706416,DoS
8505,160,396317,8968,766443.5860550364,DoS
6572,135,900530,9687,3950114.1582381353,DoS
3167,35,247595,369,2942448.6118627703,DoS
10448,32,623615,6480,3743381.8229364217,DoS
15941,28,881491,8023,2724144.5900112544,DoS
25889,94,124140,580,4105013.6098219897,DoS
4435,56,792851,9833,4761619.958083222,DoS
